date,gos_organ,page
2019-10-11,Роскомнадзор,4
2019-10-11,Роспотребнадзор,3
2019-10-11,ФНС,135
2019-10-11,суды,26
2019-10-14,МВД,5
2019-10-14,Минкомсвязь,14
2019-10-14,Росалкогольрегулирование,8
2019-10-14,Роскомнадзор,23
2019-10-14,ФНС,48
2019-10-14,суды,41
2019-10-15,Минкомсвязь,24
2019-10-15,Роспотребнадзор,2
2019-10-15,ФНС,24
2019-10-15,суды,88
2019-10-16,МВД,7
2019-10-16,Минкомсвязь,10
2019-10-16,Роскомнадзор,17
2019-10-16,Роспотребнадзор,1
2019-10-16,ФНС,46
2019-10-16,суды,29
2019-10-17,Минкомсвязь,28
2019-10-17,Роскомнадзор,56
2019-10-17,Роспотребнадзор,3
2019-10-17,ФНС,19
2019-10-17,суды,53
2019-10-18,МВД,5
2019-10-18,Минкомсвязь,31
2019-10-18,Роскомнадзор,1
2019-10-18,ФНС,38
2019-10-18,суды,97
2019-10-21,МВД,10
2019-10-21,Минкомсвязь,24
2019-10-21,Роскомнадзор,7
2019-10-21,Роспотребнадзор,2
2019-10-21,ФНС,45
2019-10-21,суды,76
2019-10-22,МВД,4
2019-10-22,Минкомсвязь,13
2019-10-22,Роскомнадзор,9
2019-10-22,Роспотребнадзор,2
2019-10-22,ФНС,29
2019-10-22,суды,132
2019-10-23,Генпрокуратура,1
2019-10-23,МВД,3
2019-10-23,Минкомсвязь,32
2019-10-23,Роспотребнадзор,17
2019-10-23,ФНС,50
2019-10-23,суды,57
2019-10-24,Минкомсвязь,25
2019-10-24,Роскомнадзор,12
2019-10-24,Роспотребнадзор,1
2019-10-24,ФНС,9
2019-10-24,суды,66
2019-10-25,МВД,7
2019-10-25,Минкомсвязь,27
2019-10-25,Роскомнадзор,8
2019-10-25,ФНС,5
2019-10-25,суды,41
2019-10-28,Минкомсвязь,28
2019-10-28,Росалкогольрегулирование,5
2019-10-28,Роскомнадзор,101
2019-10-28,Роспотребнадзор,4
2019-10-28,ФНС,23
2019-10-28,суды,71
2019-10-29,Генпрокуратура,3
2019-10-29,МВД,1
2019-10-29,Минкомсвязь,33
2019-10-29,Росалкогольрегулирование,1
2019-10-29,Роскомнадзор,10
2019-10-29,Роспотребнадзор,3
2019-10-29,ФНС,48
2019-10-29,суды,20
2019-10-30,Минкомсвязь,19
2019-10-30,Роскомнадзор,22
2019-10-30,Роспотребнадзор,1
2019-10-30,ФНС,32
2019-10-30,суды,41
2019-10-31,МВД,24
2019-10-31,Минкомсвязь,32
2019-10-31,Роскомнадзор,7
2019-10-31,ФНС,26
2019-10-31,суды,28
2019-11-01,Генпрокуратура,6
2019-11-01,Минкомсвязь,14
2019-11-01,Росалкогольрегулирование,1
2019-11-01,Роскомнадзор,13
2019-11-01,ФНС,63
2019-11-01,суды,41
2019-11-05,МВД,6
2019-11-05,Минкомсвязь,33
2019-11-05,Роскомнадзор,72
2019-11-05,ФНС,114
2019-11-05,суды,24
2019-11-06,МВД,1
2019-11-06,Минкомсвязь,19
2019-11-06,Роскомнадзор,58
2019-11-06,Роспотребнадзор,1
2019-11-06,суды,25
2019-11-07,Минкомсвязь,19
2019-11-07,Роскомнадзор,29
2019-11-07,Роспотребнадзор,2
2019-11-07,ФНС,23
2019-11-07,суды,41
2019-11-08,Генпрокуратура,8
2019-11-08,Минкомсвязь,21
2019-11-08,Роскомнадзор,21
2019-11-08,Роспотребнадзор,2
2019-11-08,ФНС,106
2019-11-08,суды,75
2019-11-11,МВД,23
2019-11-11,Минкомсвязь,21
2019-11-11,Росалкогольрегулирование,2
2019-11-11,Роскомнадзор,2
2019-11-11,Роспотребнадзор,1
2019-11-11,ФНС,16
2019-11-11,суды,43
2019-11-12,МВД,10
2019-11-12,Минкомсвязь,24
2019-11-12,Роскомнадзор,12
2019-11-12,Роспотребнадзор,4
2019-11-12,ФНС,39
2019-11-12,суды,27
2019-11-13,Генпрокуратура,1
2019-11-13,Минкомсвязь,32
2019-11-13,Роскомнадзор,49
2019-11-13,Роспотребнадзор,1
2019-11-13,ФНС,167
2019-11-13,суды,148
2019-11-14,Минкомсвязь,16
2019-11-14,Роскомнадзор,1
2019-11-14,Роспотребнадзор,2
2019-11-14,ФНС,10
2019-11-14,суды,40
2019-11-15,Минкомсвязь,26
2019-11-15,Росалкогольрегулирование,3
2019-11-15,Роскомнадзор,10
2019-11-15,Роспотребнадзор,3
2019-11-15,ФНС,52
2019-11-15,суды,93
2019-11-16,МВД,6
2019-11-18,Генпрокуратура,3
2019-11-18,МВД,10
2019-11-18,Минкомсвязь,36
2019-11-18,Роскомнадзор,21
2019-11-18,Роспотребнадзор,11
2019-11-18,ФНС,219
2019-11-18,суды,44
2019-11-19,Минкомсвязь,34
2019-11-19,Росалкогольрегулирование,1
2019-11-19,Роскомнадзор,29
2019-11-19,Роспотребнадзор,3
2019-11-19,ФНС,109
2019-11-19,суды,489
2019-11-20,Минкомсвязь,78
2019-11-20,Роскомнадзор,30
2019-11-20,ФНС,61
2019-11-20,суды,106
2019-11-21,МВД,7
2019-11-21,Минкомсвязь,12
2019-11-21,Роскомнадзор,11
2019-11-21,Роспотребнадзор,1
2019-11-21,ФНС,50
2019-11-21,суды,42
2019-11-22,Генпрокуратура,1
2019-11-22,МВД,4
2019-11-22,Минкомсвязь,16
2019-11-22,Роскомнадзор,11
2019-11-22,ФНС,13
2019-11-22,суды,24
2019-11-25,МВД,27
2019-11-25,Минкомсвязь,63
2019-11-25,Роскомнадзор,5
2019-11-25,Роспотребнадзор,3
2019-11-25,ФНС,90
2019-11-25,суды,35
2019-11-26,МВД,27
2019-11-26,Минкомсвязь,31
2019-11-26,Росалкогольрегулирование,1
2019-11-26,Роскомнадзор,7
2019-11-26,Роспотребнадзор,1
2019-11-26,ФНС,95
2019-11-26,суды,190
2019-11-27,МВД,30
2019-11-27,Минкомсвязь,14
2019-11-27,Роскомнадзор,45
2019-11-27,ФНС,40
2019-11-27,суды,48
2019-11-28,МВД,13
2019-11-28,Минкомсвязь,56
2019-11-28,Росалкогольрегулирование,1
2019-11-28,Роскомнадзор,55
2019-11-28,Роспотребнадзор,1
2019-11-28,ФНС,26
2019-11-28,суды,97
2019-11-29,МВД,2
2019-11-29,Минкомсвязь,22
2019-11-29,Роскомнадзор,3
2019-11-29,Роспотребнадзор,4
2019-11-29,ФНС,9
2019-11-29,суды,24
2019-12-02,МВД,7
2019-12-02,Минкомсвязь,29
2019-12-02,Роскомнадзор,17
2019-12-02,ФНС,2
2019-12-02,суды,120
2019-12-03,МВД,18
2019-12-03,Минкомсвязь,42
2019-12-03,Роскомнадзор,18
2019-12-03,Роспотребнадзор,3
2019-12-03,ФНС,24
2019-12-03,суды,37
2019-12-04,МВД,1
2019-12-04,Минкомсвязь,30
2019-12-04,Роскомнадзор,18
2019-12-04,ФНС,7
2019-12-04,суды,46
2019-12-05,Генпрокуратура,1
2019-12-05,МВД,40
2019-12-05,Минкомсвязь,24
2019-12-05,Роскомнадзор,15
2019-12-05,Роспотребнадзор,1
2019-12-05,ФНС,14
2019-12-05,суды,79
2019-12-06,МВД,12
2019-12-06,Минкомсвязь,36
2019-12-06,Росалкогольрегулирование,2
2019-12-06,Роскомнадзор,19
2019-12-06,ФНС,26
2019-12-06,суды,56
2019-12-09,Минкомсвязь,46
2019-12-09,Роскомнадзор,11
2019-12-09,ФНС,58
2019-12-09,суды,36
2019-12-10,МВД,1
2019-12-10,Минкомсвязь,37
2019-12-10,Роскомнадзор,5
2019-12-10,ФНС,87
2019-12-10,суды,93
2019-12-11,Минкомсвязь,51
2019-12-11,Росалкогольрегулирование,1
2019-12-11,Роспотребнадзор,5
2019-12-11,ФНС,63
2019-12-11,суды,75
2019-12-12,Минкомсвязь,28
2019-12-12,Роскомнадзор,58
2019-12-12,ФНС,71
2019-12-12,суды,243
2019-12-13,Минкомсвязь,30
2019-12-13,Роскомнадзор,23
2019-12-13,ФНС,72
2019-12-13,суды,38
2019-12-16,МВД,15
2019-12-16,Минкомсвязь,48
2019-12-16,Роскомнадзор,30
2019-12-16,ФНС,101
2019-12-16,суды,85
2019-12-17,МВД,13
2019-12-17,Минкомсвязь,37
2019-12-17,Роскомнадзор,4
2019-12-17,ФНС,130
2019-12-17,суды,98
2019-12-18,МВД,4
2019-12-18,Минкомсвязь,38
2019-12-18,Росалкогольрегулирование,1
2019-12-18,Роскомнадзор,25
2019-12-18,суды,53
2019-12-19,МВД,1
2019-12-19,Минкомсвязь,34
2019-12-19,Роскомнадзор,4
2019-12-19,ФНС,96
2019-12-19,суды,80
2019-12-20,Генпрокуратура,1
2019-12-20,МВД,14
2019-12-20,Минкомсвязь,43
2019-12-20,Роскомнадзор,20
2019-12-20,ФНС,65
2019-12-20,суды,42
2019-12-21,МВД,1
2019-12-23,МВД,19
2019-12-23,Минкомсвязь,35
2019-12-23,ФНС,33
2019-12-23,суды,96
2019-12-24,МВД,12
2019-12-24,Минкомсвязь,44
2019-12-24,Росалкогольрегулирование,2
2019-12-24,Роскомнадзор,24
2019-12-24,Роспотребнадзор,1
2019-12-24,ФНС,15
2019-12-24,суды,57
2019-12-25,МВД,6
2019-12-25,Минкомсвязь,21
2019-12-25,Роскомнадзор,4
2019-12-25,Роспотребнадзор,1
2019-12-25,ФНС,52
2019-12-25,суды,211
2019-12-26,Минкомсвязь,23
2019-12-26,ФНС,96
2019-12-26,суды,58
2019-12-27,МВД,14
2019-12-27,Минкомсвязь,16
2019-12-27,Росалкогольрегулирование,2
2019-12-27,Роскомнадзор,28
2019-12-27,ФНС,36
2019-12-27,суды,44
2019-12-28,суды,2
2019-12-30,МВД,58
2019-12-30,Роскомнадзор,21
2019-12-30,суды,76
2019-12-31,МВД,23
2019-12-31,Минкомсвязь,35
2019-12-31,суды,15
2020-01-09,МВД,1
2020-01-09,Минкомсвязь,36
2020-01-09,суды,53
2020-01-10,МВД,8
2020-01-10,Минкомсвязь,20
2020-01-10,Роспотребнадзор,3
2020-01-10,ФНС,21
2020-01-10,суды,141
2020-01-12,суды,2
2020-01-13,МВД,5
2020-01-13,Минкомсвязь,31
2020-01-13,Росалкогольрегулирование,2
2020-01-13,Роскомнадзор,47
2020-01-13,ФНС,61
2020-01-13,суды,107
2020-01-14,МВД,39
2020-01-14,Минкомсвязь,35
2020-01-14,Роскомнадзор,53
2020-01-14,Роспотребнадзор,1
2020-01-14,ФНС,96
2020-01-14,суды,61
2020-01-15,МВД,4
2020-01-15,Минкомсвязь,36
2020-01-15,Роскомнадзор,15
2020-01-15,Роспотребнадзор,3
2020-01-15,ФНС,53
2020-01-15,суды,145
2020-01-16,Минкомсвязь,29
2020-01-16,Роскомнадзор,11
2020-01-16,Роспотребнадзор,2
2020-01-16,ФНС,54
2020-01-16,суды,80
2020-01-17,МВД,26
2020-01-17,Минкомсвязь,38
2020-01-17,Роскомнадзор,35
2020-01-17,Роспотребнадзор,3
2020-01-17,ФНС,189
2020-01-17,суды,83
2020-01-18,МВД,6
2020-01-20,МВД,28
2020-01-20,Минкомсвязь,25
2020-01-20,Роскомнадзор,38
2020-01-20,Роспотребнадзор,6
2020-01-20,ФНС,208
2020-01-20,суды,60
2020-01-21,МВД,18
2020-01-21,Минкомсвязь,26
2020-01-21,Роскомнадзор,15
2020-01-21,Роспотребнадзор,2
2020-01-21,ФНС,165
2020-01-21,суды,174
2020-01-22,Генпрокуратура,87
2020-01-22,МВД,8
2020-01-22,Минкомсвязь,35
2020-01-22,Роскомнадзор,30
2020-01-22,Роспотребнадзор,4
2020-01-22,ФНС,96
2020-01-22,суды,56
2020-01-23,МВД,32
2020-01-23,Минкомсвязь,33
2020-01-23,Роскомнадзор,77
2020-01-23,Роспотребнадзор,3
2020-01-23,ФНС,41
2020-01-23,суды,95
2020-01-24,МВД,5
2020-01-24,Минкомсвязь,23
2020-01-24,Росалкогольрегулирование,3
2020-01-24,Роскомнадзор,11
2020-01-24,ФНС,148
2020-01-24,суды,92
2020-01-27,МВД,29
2020-01-27,Минкомсвязь,16
2020-01-27,Роскомнадзор,7
2020-01-27,Росмолодежь,2
2020-01-27,Роспотребнадзор,1
2020-01-27,суды,72
2020-01-28,Генпрокуратура,40
2020-01-28,МВД,13
2020-01-28,Минкомсвязь,52
2020-01-28,Роскомнадзор,10
2020-01-28,суды,300
2020-01-29,МВД,1
2020-01-29,Минкомсвязь,45
2020-01-29,Росалкогольрегулирование,1
2020-01-29,Роскомнадзор,30
2020-01-29,Роспотребнадзор,7
2020-01-29,суды,91
2020-01-30,МВД,7
2020-01-30,Минкомсвязь,27
2020-01-30,Роскомнадзор,2
2020-01-30,суды,122
2020-01-31,Генпрокуратура,2
2020-01-31,МВД,37
2020-01-31,Минкомсвязь,35
2020-01-31,Роскомнадзор,12
2020-01-31,суды,162
2020-02-03,МВД,13
2020-02-03,Минкомсвязь,34
2020-02-03,Росалкогольрегулирование,1
2020-02-03,Роскомнадзор,1
2020-02-03,Роспотребнадзор,1
2020-02-03,ФНС,180
2020-02-03,суды,108
2020-02-04,МВД,19
2020-02-04,Минкомсвязь,10
2020-02-04,Роскомнадзор,15
2020-02-04,Роспотребнадзор,2
2020-02-04,суды,62
2020-02-05,Генпрокуратура,4
2020-02-05,МВД,6
2020-02-05,Роскомнадзор,3
2020-02-05,суды,88
2020-02-06,Генпрокуратура,31
2020-02-06,МВД,10
2020-02-06,Минкомсвязь,42
2020-02-06,Роскомнадзор,38
2020-02-06,суды,92
2020-02-07,МВД,10
2020-02-07,Минкомсвязь,27
2020-02-07,суды,38
2020-02-10,МВД,26
2020-02-10,Минкомсвязь,17
2020-02-10,Роскомнадзор,22
2020-02-10,Роспотребнадзор,1
2020-02-10,ФНС,44
2020-02-10,суды,122
2020-02-11,МВД,14
2020-02-11,Минкомсвязь,22
2020-02-11,Росалкогольрегулирование,1
2020-02-11,Роскомнадзор,46
2020-02-11,ФНС,104
2020-02-11,суды,115
2020-02-12,Генпрокуратура,1
2020-02-12,МВД,5
2020-02-12,Минкомсвязь,30
2020-02-12,Росалкогольрегулирование,1
2020-02-12,Роскомнадзор,18
2020-02-12,ФНС,68
2020-02-12,суды,74
2020-02-13,МВД,23
2020-02-13,Росалкогольрегулирование,4
2020-02-13,суды,75
2020-02-14,Генпрокуратура,22
2020-02-14,МВД,11
2020-02-14,Минкомсвязь,51
2020-02-14,Росалкогольрегулирование,5
2020-02-14,Роскомнадзор,12
2020-02-14,ФНС,92
2020-02-14,суды,115
2020-02-17,МВД,3
2020-02-17,Минкомсвязь,22
2020-02-17,Роскомнадзор,82
2020-02-17,ФНС,83
2020-02-17,суды,152
2020-02-18,МВД,5
2020-02-18,Минкомсвязь,51
2020-02-18,Роскомнадзор,45
2020-02-18,Роспотребнадзор,3
2020-02-18,ФНС,238
2020-02-18,суды,114
2020-02-19,Минкомсвязь,42
2020-02-19,Роспотребнадзор,5
2020-02-19,ФНС,90
2020-02-19,суды,154
2020-02-20,МВД,30
2020-02-20,Минкомсвязь,30
2020-02-20,Роскомнадзор,60
2020-02-20,Роспотребнадзор,12
2020-02-20,ФНС,188
2020-02-20,суды,83
2020-02-21,МВД,7
2020-02-21,Минкомсвязь,18
2020-02-21,Росалкогольрегулирование,6
2020-02-21,ФНС,50
2020-02-21,суды,87
2020-02-22,МВД,10
2020-02-23,суды,1
2020-02-25,Минкомсвязь,43
2020-02-25,ФНС,30
2020-02-25,суды,123
2020-02-26,МВД,32
2020-02-26,Минкомсвязь,36
2020-02-26,Роскомнадзор,15
2020-02-26,Роспотребнадзор,2
2020-02-26,ФНС,34
2020-02-26,суды,170
2020-02-27,Минкомсвязь,47
2020-02-27,Роскомнадзор,54
2020-02-27,Роспотребнадзор,5
2020-02-27,ФНС,100
2020-02-27,суды,156
2020-02-28,МВД,32
2020-02-28,Минкомсвязь,23
2020-02-28,Роскомнадзор,36
2020-02-28,ФНС,78
2020-02-28,суды,106
2020-03-02,МВД,2
2020-03-02,Минкомсвязь,37
2020-03-02,Роскомнадзор,2
2020-03-02,ФНС,53
2020-03-02,суды,72
2020-03-03,МВД,12
2020-03-03,Минкомсвязь,25
2020-03-03,Росалкогольрегулирование,16
2020-03-03,Роскомнадзор,17
2020-03-03,ФНС,100
2020-03-03,суды,85
2020-03-04,МВД,13
2020-03-04,Минкомсвязь,33
2020-03-04,Роскомнадзор,72
2020-03-04,ФНС,82
2020-03-04,суды,83
2020-03-05,МВД,18
2020-03-05,Минкомсвязь,18
2020-03-05,ФНС,40
2020-03-05,суды,103
2020-03-06,Минкомсвязь,33
2020-03-06,Роспотребнадзор,1
2020-03-06,ФНС,21
2020-03-06,суды,37
2020-03-10,МВД,2
2020-03-10,Минкомсвязь,11
2020-03-10,Роспотребнадзор,1
2020-03-10,ФНС,38
2020-03-10,суды,101
2020-03-11,МВД,18
2020-03-11,Минкомсвязь,69
2020-03-11,Росалкогольрегулирование,14
2020-03-11,Роскомнадзор,2
2020-03-11,Роспотребнадзор,1
2020-03-11,ФНС,30
2020-03-11,суды,193
2020-03-12,МВД,6
2020-03-12,Минкомсвязь,33
2020-03-12,Роскомнадзор,80
2020-03-12,Роспотребнадзор,2
2020-03-12,ФНС,32
2020-03-12,суды,220
2020-03-13,МВД,66
2020-03-13,Минкомсвязь,37
2020-03-13,Роскомнадзор,52
2020-03-13,Роспотребнадзор,6
2020-03-13,ФНС,72
2020-03-13,суды,42
2020-03-16,Генпрокуратура,4
2020-03-16,МВД,49
2020-03-16,Минкомсвязь,49
2020-03-16,Роспотребнадзор,9
2020-03-16,ФНС,74
2020-03-16,суды,121
2020-03-17,Минкомсвязь,31
2020-03-17,Росалкогольрегулирование,10
2020-03-17,Роспотребнадзор,3
2020-03-17,ФНС,57
2020-03-17,суды,71
2020-03-18,МВД,2
2020-03-18,Минкомсвязь,61
2020-03-18,Роскомнадзор,8
2020-03-18,Росмолодежь,1
2020-03-18,суды,110
2020-03-19,Генпрокуратура,1
2020-03-19,МВД,19
2020-03-19,Минкомсвязь,30
2020-03-19,ФНС,177
2020-03-19,суды,83
2020-03-20,МВД,27
2020-03-20,Минкомсвязь,34
2020-03-20,ФНС,43
2020-03-20,суды,130
2020-03-23,МВД,157
2020-03-23,Минкомсвязь,66
2020-03-23,суды,66
2020-03-24,МВД,30
2020-03-24,Минкомсвязь,27
2020-03-24,Росалкогольрегулирование,7
2020-03-24,Роскомнадзор,206
2020-03-24,Росмолодежь,1
2020-03-24,Роспотребнадзор,1
2020-03-24,суды,75
2020-03-25,Минкомсвязь,54
2020-03-25,Роспотребнадзор,5
2020-03-25,суды,336
2020-03-26,МВД,76
2020-03-26,Минкомсвязь,31
2020-03-26,суды,124
2020-03-27,Генпрокуратура,1
2020-03-27,Минкомсвязь,26
2020-03-27,Росалкогольрегулирование,4
2020-03-27,Роскомнадзор,16
2020-03-27,суды,98
2020-03-30,МВД,4
2020-03-30,Минкомсвязь,30
2020-03-30,суды,74
2020-03-31,МВД,5
2020-03-31,Минкомсвязь,28
2020-03-31,Росалкогольрегулирование,9
2020-03-31,Роскомнадзор,201
2020-03-31,Роспотребнадзор,9
2020-03-31,суды,33
2020-04-01,МВД,66
2020-04-01,Минкомсвязь,14
2020-04-01,Роскомнадзор,36
2020-04-01,Роспотребнадзор,3
2020-04-01,ФНС,8
2020-04-01,суды,58
2020-04-02,МВД,2
2020-04-02,Минкомсвязь,34
2020-04-02,Роскомнадзор,37
2020-04-02,Роспотребнадзор,5
2020-04-02,суды,222
2020-04-03,МВД,21
2020-04-03,Минкомсвязь,22
2020-04-03,Роскомнадзор,31
2020-04-03,Роспотребнадзор,2
2020-04-03,суды,11
2020-04-04,МВД,2
2020-04-05,МВД,20
2020-04-06,МВД,63
2020-04-06,Минкомсвязь,37
2020-04-06,Роскомнадзор,32
2020-04-06,Роспотребнадзор,14
2020-04-06,суды,42
2020-04-07,МВД,10
2020-04-07,Минкомсвязь,28
2020-04-07,Росалкогольрегулирование,23
2020-04-07,Роскомнадзор,19
2020-04-07,Роспотребнадзор,10
2020-04-07,суды,25
2020-04-08,МВД,28
2020-04-08,Минкомсвязь,23
2020-04-08,Роспотребнадзор,4
2020-04-08,суды,144
2020-04-09,Генпрокуратура,8
2020-04-09,МВД,1
2020-04-09,Минкомсвязь,21
2020-04-09,Роскомнадзор,38
2020-04-09,Роспотребнадзор,3
2020-04-09,суды,45
2020-04-10,Генпрокуратура,4
2020-04-10,МВД,30
2020-04-10,Минкомсвязь,24
2020-04-10,Роскомнадзор,4
2020-04-10,Роспотребнадзор,1
2020-04-10,суды,42
2020-04-13,МВД,15
2020-04-13,Минкомсвязь,36
2020-04-13,Роспотребнадзор,10
2020-04-13,суды,87
2020-04-14,МВД,12
2020-04-14,Минкомсвязь,19
2020-04-14,Роскомнадзор,55
2020-04-14,Роспотребнадзор,2
2020-04-14,суды,161
2020-04-15,МВД,30
2020-04-15,Минкомсвязь,33
2020-04-15,Росалкогольрегулирование,24
2020-04-15,Роспотребнадзор,1
2020-04-15,суды,59
2020-04-16,МВД,7
2020-04-16,Минкомсвязь,31
2020-04-16,Роспотребнадзор,3
2020-04-16,суды,112
2020-04-17,Генпрокуратура,1
2020-04-17,МВД,17
2020-04-17,Росалкогольрегулирование,3
2020-04-17,Роскомнадзор,6
2020-04-17,Роспотребнадзор,3
2020-04-17,суды,240
2020-04-18,МВД,3
2020-04-19,МВД,5
2020-04-20,Генпрокуратура,2
2020-04-20,МВД,78
2020-04-20,Минкомсвязь,54
2020-04-20,Росалкогольрегулирование,25
2020-04-20,Роспотребнадзор,8
2020-04-20,суды,109
2020-04-21,Минкомсвязь,54
2020-04-21,Роскомнадзор,20
2020-04-21,суды,106
2020-04-22,МВД,18
2020-04-22,Минкомсвязь,30
2020-04-22,суды,159
2020-04-23,Генпрокуратура,1
2020-04-23,МВД,44
2020-04-23,Минкомсвязь,30
2020-04-23,Роскомнадзор,34
2020-04-23,Роспотребнадзор,4
2020-04-23,суды,162
2020-04-24,Генпрокуратура,4
2020-04-24,МВД,12
2020-04-24,Минкомсвязь,31
2020-04-24,Росалкогольрегулирование,30
2020-04-24,Роскомнадзор,6
2020-04-24,суды,78
2020-04-25,МВД,13
2020-04-26,МВД,41
2020-04-27,Генпрокуратура,3
2020-04-27,МВД,12
2020-04-27,Минкомсвязь,55
2020-04-27,Роскомнадзор,49
2020-04-27,суды,178
2020-04-28,МВД,89
2020-04-28,Минкомсвязь,48
2020-04-28,Росалкогольрегулирование,10
2020-04-28,Роспотребнадзор,1
2020-04-28,суды,90
2020-04-29,Генпрокуратура,1
2020-04-29,МВД,10
2020-04-29,Минкомсвязь,40
2020-04-29,Роскомнадзор,69
2020-04-29,Роспотребнадзор,1
2020-04-29,суды,156
2020-04-30,МВД,22
2020-04-30,Минкомсвязь,42
2020-04-30,Роскомнадзор,64
2020-04-30,Роспотребнадзор,7
2020-04-30,суды,156
2020-05-02,МВД,7
2020-05-06,МВД,31
2020-05-06,Минкомсвязь,92
2020-05-06,Роскомнадзор,27
2020-05-06,суды,193
2020-05-07,Минкомсвязь,26
2020-05-07,Роскомнадзор,92
2020-05-07,Роспотребнадзор,2
2020-05-07,суды,285
2020-05-08,МВД,1
2020-05-08,Минкомсвязь,65
2020-05-08,Роскомнадзор,45
2020-05-08,Роспотребнадзор,2
2020-05-08,ФНС,147
2020-05-08,суды,78
2020-05-10,ФНС,2
2020-05-11,суды,2
2020-05-12,МВД,124
2020-05-12,Минкомсвязь,27
2020-05-12,Росалкогольрегулирование,20
2020-05-12,Роскомнадзор,1
2020-05-12,Роспотребнадзор,3
2020-05-12,ФНС,69
2020-05-12,суды,217
2020-05-13,МВД,2
2020-05-13,Минкомсвязь,54
2020-05-13,суды,154
2020-05-14,МВД,62
2020-05-14,Минкомсвязь,36
2020-05-14,Росалкогольрегулирование,13
2020-05-14,Роскомнадзор,17
2020-05-14,суды,166
2020-05-15,МВД,13
2020-05-15,Минкомсвязь,38
2020-05-15,Роспотребнадзор,2
2020-05-15,суды,110
2020-05-17,МВД,3
2020-05-18,МВД,8
2020-05-18,Минкомсвязь,53
2020-05-18,Роспотребнадзор,4
2020-05-18,ФНС,88
2020-05-18,суды,152
2020-05-19,МВД,33
2020-05-19,Минкомсвязь,43
2020-05-19,Росалкогольрегулирование,31
2020-05-19,Роскомнадзор,88
2020-05-19,суды,232
2020-05-20,Минкомсвязь,56
2020-05-20,Роскомнадзор,44
2020-05-20,Роспотребнадзор,1
2020-05-20,суды,119
2020-05-21,МВД,41
2020-05-21,Минкомсвязь,68
2020-05-21,Роскомнадзор,17
2020-05-21,Роспотребнадзор,3
2020-05-21,суды,240
2020-05-22,Минкомсвязь,55
2020-05-22,Роскомнадзор,30
2020-05-22,суды,339
2020-05-25,Генпрокуратура,2
2020-05-25,МВД,24
2020-05-25,Минкомсвязь,81
2020-05-25,Роскомнадзор,60
2020-05-25,Роспотребнадзор,2
2020-05-25,суды,140
2020-05-26,Минкомсвязь,80
2020-05-26,Роскомнадзор,30
2020-05-26,суды,173
2020-05-27,МВД,76
2020-05-27,Минкомсвязь,40
2020-05-27,Росалкогольрегулирование,42
2020-05-27,Роскомнадзор,35
2020-05-27,Росмолодежь,1
2020-05-27,суды,162
2020-05-28,Минкомсвязь,28
2020-05-28,суды,169
2020-05-29,МВД,46
2020-05-29,Минкомсвязь,33
2020-05-29,Роскомнадзор,46
2020-05-29,суды,121
2020-06-01,МВД,18
2020-06-01,Минкомсвязь,45
2020-06-01,Роспотребнадзор,1
2020-06-01,суды,132
2020-06-02,Минкомсвязь,59
2020-06-02,Росалкогольрегулирование,27
2020-06-02,Роспотребнадзор,2
2020-06-02,суды,139
2020-06-03,Генпрокуратура,1
2020-06-03,МВД,78
2020-06-03,Минкомсвязь,43
2020-06-03,Роскомнадзор,36
2020-06-03,Роспотребнадзор,2
2020-06-03,суды,119
2020-06-04,Минкомсвязь,49
2020-06-04,Роскомнадзор,41
2020-06-04,суды,104
2020-06-05,МВД,37
2020-06-05,Минкомсвязь,44
2020-06-05,Роскомнадзор,39
2020-06-05,суды,127
2020-06-08,МВД,34
2020-06-08,Минкомсвязь,35
2020-06-08,Роскомнадзор,15
2020-06-08,суды,189
2020-06-09,Минкомсвязь,47
2020-06-09,Росалкогольрегулирование,35
2020-06-09,Роскомнадзор,1
2020-06-09,Роспотребнадзор,3
2020-06-09,суды,143
2020-06-10,Минкомсвязь,37
2020-06-10,Роскомнадзор,16
2020-06-10,Роспотребнадзор,3
2020-06-10,суды,159
2020-06-11,Генпрокуратура,5
2020-06-11,МВД,66
2020-06-11,Минкомсвязь,53
2020-06-11,Роскомнадзор,10
2020-06-11,Роспотребнадзор,1
2020-06-11,суды,132
2020-06-14,суды,1
2020-06-15,Генпрокуратура,1
2020-06-15,МВД,14
2020-06-15,Минкомсвязь,58
2020-06-15,суды,188
2020-06-16,Минкомсвязь,23
2020-06-16,Росалкогольрегулирование,25
2020-06-16,Роскомнадзор,6
2020-06-16,суды,99
2020-06-17,МВД,88
2020-06-17,Минкомсвязь,80
2020-06-17,Росалкогольрегулирование,6
2020-06-17,Роскомнадзор,12
2020-06-17,суды,237
2020-06-18,Генпрокуратура,2
2020-06-18,Минкомсвязь,49
2020-06-18,Роскомнадзор,13
2020-06-18,Роспотребнадзор,1
2020-06-18,суды,237
2020-06-19,МВД,30
2020-06-19,Минкомсвязь,52
2020-06-19,Роскомнадзор,12
2020-06-19,суды,99
2020-06-22,МВД,17
2020-06-22,Минкомсвязь,62
2020-06-22,Роскомнадзор,25
2020-06-22,Роспотребнадзор,1
2020-06-22,суды,193
2020-06-23,МВД,22
2020-06-23,Минкомсвязь,45
2020-06-23,Росалкогольрегулирование,11
2020-06-23,Роскомнадзор,4
2020-06-23,Роспотребнадзор,3
2020-06-23,суды,118
2020-06-24,суды,21
