date,gos_organ,page
2017-04-17,суды,43
2017-04-18,Роскомнадзор,1
2017-04-18,ФНС,65
2017-04-18,суды,27
2017-04-19,Роскомнадзор,1
2017-04-19,ФНС,52
2017-04-19,суды,9
2017-04-20,МВД,1
2017-04-20,ФНС,30
2017-04-20,суды,20
2017-04-21,МВД,6
2017-04-21,Роскомнадзор,1
2017-04-21,ФНС,13
2017-04-21,суды,12
2017-04-24,МВД,7
2017-04-24,ФНС,7
2017-04-24,суды,22
2017-04-25,МВД,1
2017-04-25,Роскомнадзор,1
2017-04-25,Роспотребнадзор,1
2017-04-25,ФНС,56
2017-04-25,суды,24
2017-04-26,Генпрокуратура,7
2017-04-26,МВД,3
2017-04-26,Роскомнадзор,3
2017-04-26,ФНС,73
2017-04-26,суды,20
2017-04-27,Генпрокуратура,4
2017-04-27,МВД,1
2017-04-27,ФНС,35
2017-04-27,суды,39
2017-04-28,МВД,2
2017-04-28,Роскомнадзор,134
2017-04-28,ФНС,54
2017-04-28,суды,10
2017-05-01,МВД,2
2017-05-02,Роскомнадзор,9
2017-05-02,ФНС,11
2017-05-02,суды,19
2017-05-03,ФНС,76
2017-05-03,суды,28
2017-05-04,Роскомнадзор,2
2017-05-04,ФНС,2
2017-05-04,суды,23
2017-05-05,ФНС,1831
2017-05-05,суды,17
2017-05-08,МВД,12
2017-05-09,МВД,14
2017-05-10,Роскомнадзор,3
2017-05-10,ФНС,18
2017-05-10,суды,8
2017-05-11,МВД,4
2017-05-11,ФНС,30
2017-05-11,суды,34
2017-05-12,Генпрокуратура,2
2017-05-12,МВД,1
2017-05-12,Роскомнадзор,3
2017-05-12,ФНС,18
2017-05-12,суды,7
2017-05-13,МВД,5
2017-05-13,суды,1
2017-05-14,суды,2
2017-05-15,ФНС,34
2017-05-15,суды,27
2017-05-16,Генпрокуратура,1
2017-05-16,МВД,2
2017-05-16,Роспотребнадзор,2
2017-05-16,ФНС,24
2017-05-16,суды,21
2017-05-17,МВД,5
2017-05-17,ФНС,25
2017-05-17,суды,18
2017-05-18,Генпрокуратура,5
2017-05-18,МВД,4
2017-05-18,Роскомнадзор,3
2017-05-18,ФНС,9720
2017-05-18,суды,12
2017-05-19,МВД,2
2017-05-19,Роскомнадзор,1
2017-05-19,ФНС,28
2017-05-19,суды,26
2017-05-22,МВД,1
2017-05-22,Роскомнадзор,1
2017-05-22,ФНС,22
2017-05-22,суды,17
2017-05-23,МВД,2
2017-05-23,Роскомнадзор,4
2017-05-23,ФНС,38
2017-05-23,суды,25
2017-05-24,Роспотребнадзор,1
2017-05-24,ФНС,36
2017-05-24,суды,16
2017-05-25,МВД,8
2017-05-25,ФНС,49
2017-05-25,суды,10
2017-05-26,Роспотребнадзор,1
2017-05-26,ФНС,22
2017-05-26,суды,19
2017-05-27,МВД,4
2017-05-29,МВД,1
2017-05-29,ФНС,44
2017-05-29,суды,18
2017-05-30,ФНС,73
2017-05-30,суды,20
2017-05-31,ФНС,100
2017-05-31,суды,12
2017-06-01,ФНС,86
2017-06-01,суды,14
2017-06-02,ФНС,67
2017-06-02,суды,7
2017-06-03,МВД,2
2017-06-05,Генпрокуратура,2
2017-06-05,Роскомнадзор,7
2017-06-05,ФНС,22
2017-06-05,суды,14
2017-06-06,Роскомнадзор,8
2017-06-06,ФНС,121
2017-06-06,суды,16
2017-06-07,Роскомнадзор,2
2017-06-07,Роспотребнадзор,1
2017-06-07,ФНС,47
2017-06-07,суды,14
2017-06-08,Роспотребнадзор,1
2017-06-08,ФНС,6
2017-06-08,суды,17
2017-06-09,ФНС,12
2017-06-09,суды,30
2017-06-10,МВД,3
2017-06-12,МВД,20
2017-06-12,Роспотребнадзор,1
2017-06-13,Роскомнадзор,3
2017-06-13,ФНС,21
2017-06-13,суды,24
2017-06-14,МВД,3
2017-06-14,Роскомнадзор,4
2017-06-14,ФНС,48
2017-06-14,суды,13
2017-06-15,МВД,3
2017-06-15,Роскомнадзор,3
2017-06-15,ФНС,17
2017-06-15,суды,28
2017-06-16,МВД,1
2017-06-16,Роскомнадзор,2
2017-06-16,ФНС,64
2017-06-16,суды,10
2017-06-17,МВД,5
2017-06-19,ФНС,8
2017-06-19,суды,12
2017-06-20,Роспотребнадзор,1
2017-06-20,ФНС,29
2017-06-20,суды,37
2017-06-21,ФНС,20
2017-06-21,суды,22
2017-06-22,ФНС,10
2017-06-22,суды,102
2017-06-23,Генпрокуратура,1
2017-06-23,МВД,2
2017-06-23,ФНС,14
2017-06-23,суды,11
2017-06-24,МВД,1
2017-06-26,МВД,3
2017-06-26,ФНС,960
2017-06-26,суды,15
2017-06-27,МВД,2
2017-06-27,Роскомнадзор,4
2017-06-27,ФНС,43
2017-06-27,суды,14
2017-06-28,МВД,1
2017-06-28,ФНС,45
2017-06-28,суды,67
2017-06-29,Генпрокуратура,1054
2017-06-29,МВД,1
2017-06-29,Роскомнадзор,2
2017-06-29,ФНС,22
2017-06-29,суды,30
2017-06-30,МВД,1
2017-06-30,Роскомнадзор,1
2017-06-30,ФНС,43
2017-06-30,суды,27
2017-07-01,МВД,14
2017-07-02,МВД,3
2017-07-03,суды,5
2017-07-04,МВД,1
2017-07-04,ФНС,15
2017-07-04,суды,17
2017-07-05,Генпрокуратура,26
2017-07-05,МВД,3
2017-07-05,ФНС,24
2017-07-05,суды,4
2017-07-06,ФНС,10
2017-07-06,суды,43
2017-07-07,МВД,3
2017-07-07,Роскомнадзор,1
2017-07-07,ФНС,31
2017-07-07,суды,8
2017-07-08,МВД,2
2017-07-08,суды,1
2017-07-09,МВД,2
2017-07-10,МВД,1
2017-07-10,ФНС,25
2017-07-10,суды,25
2017-07-11,Генпрокуратура,2
2017-07-11,МВД,1
2017-07-11,ФНС,13
2017-07-11,суды,15
2017-07-12,МВД,1
2017-07-12,ФНС,41
2017-07-12,суды,14
2017-07-13,ФНС,35
2017-07-13,суды,20
2017-07-14,Генпрокуратура,1
2017-07-14,МВД,1
2017-07-14,ФНС,39
2017-07-14,суды,24
2017-07-15,МВД,12
2017-07-17,ФНС,17
2017-07-17,суды,20
2017-07-18,ФНС,11
2017-07-18,суды,24
2017-07-19,Генпрокуратура,1
2017-07-19,Роскомнадзор,17
2017-07-19,ФНС,16
2017-07-19,суды,11
2017-07-20,ФНС,40
2017-07-20,суды,55
2017-07-21,ФНС,18
2017-07-21,суды,11
2017-07-22,МВД,26
2017-07-23,МВД,7
2017-07-24,ФНС,66
2017-07-24,суды,17
2017-07-25,ФНС,37
2017-07-25,суды,43
2017-07-26,ФНС,16
2017-07-26,суды,72
2017-07-27,ФНС,29
2017-07-27,суды,24
2017-07-28,Роскомнадзор,41
2017-07-28,ФНС,36
2017-07-28,суды,21
2017-07-29,МВД,1
2017-07-30,МВД,13
2017-07-31,МВД,1
2017-07-31,Роскомнадзор,8
2017-07-31,ФНС,49
2017-07-31,суды,13
2017-08-01,ФНС,25
2017-08-01,суды,22
2017-08-02,Генпрокуратура,1
2017-08-02,ФНС,17
2017-08-02,суды,11
2017-08-03,ФНС,57
2017-08-03,суды,9
2017-08-04,ФНС,47
2017-08-04,суды,7
2017-08-05,МВД,7
2017-08-07,ФНС,26
2017-08-07,суды,18
2017-08-08,ФНС,13
2017-08-08,суды,6
2017-08-09,Роскомнадзор,12
2017-08-09,Роспотребнадзор,1
2017-08-09,ФНС,17
2017-08-09,суды,98
2017-08-10,ФНС,17
2017-08-10,суды,7
2017-08-11,ФНС,6
2017-08-11,суды,3
2017-08-12,МВД,12
2017-08-13,МВД,6
2017-08-14,ФНС,21
2017-08-14,суды,15
2017-08-15,Роскомнадзор,21
2017-08-15,ФНС,96
2017-08-15,суды,119
2017-08-16,ФНС,31
2017-08-16,суды,19
2017-08-17,МВД,5
2017-08-17,Роскомнадзор,2
2017-08-17,ФНС,39
2017-08-17,суды,12
2017-08-18,Роскомнадзор,10
2017-08-18,ФНС,26
2017-08-18,суды,11
2017-08-19,МВД,16
2017-08-20,МВД,9
2017-08-21,МВД,8
2017-08-21,ФНС,32
2017-08-21,суды,16
2017-08-22,МВД,2
2017-08-22,Роскомнадзор,1
2017-08-22,ФНС,44
2017-08-22,суды,17
2017-08-23,ФНС,25
2017-08-23,суды,13
2017-08-24,МВД,4
2017-08-24,ФНС,50
2017-08-24,суды,18
2017-08-25,Роскомнадзор,1
2017-08-25,ФНС,11760
2017-08-25,суды,5
2017-08-27,МВД,5
2017-08-28,МВД,2
2017-08-28,Роскомнадзор,7
2017-08-28,ФНС,47
2017-08-28,суды,20
2017-08-29,МВД,2
2017-08-29,Роспотребнадзор,1
2017-08-29,ФНС,64
2017-08-29,суды,18
2017-08-30,ФНС,2194
2017-08-30,суды,10
2017-08-31,ФНС,52
2017-08-31,суды,7
2017-09-01,Роскомнадзор,10
2017-09-01,ФНС,36
2017-09-01,суды,9
2017-09-02,МВД,4
2017-09-03,МВД,2
2017-09-04,МВД,3
2017-09-04,суды,8
2017-09-05,МВД,12
2017-09-05,ФНС,19
2017-09-05,суды,14
2017-09-06,ФНС,4
2017-09-06,суды,35
2017-09-07,МВД,6
2017-09-07,ФНС,3
2017-09-07,суды,12
2017-09-08,Роскомнадзор,8
2017-09-08,ФНС,1
2017-09-08,суды,7
2017-09-11,ФНС,12
2017-09-11,суды,17
2017-09-12,ФНС,4
2017-09-12,суды,17
2017-09-13,ФНС,4
2017-09-13,суды,28
2017-09-14,Генпрокуратура,4
2017-09-14,МВД,5
2017-09-14,ФНС,4
2017-09-14,суды,82
2017-09-15,Роскомнадзор,29
2017-09-15,ФНС,19
2017-09-15,суды,8
2017-09-16,МВД,12
2017-09-17,МВД,20
2017-09-18,МВД,2
2017-09-18,Роскомнадзор,7
2017-09-18,ФНС,26
2017-09-18,суды,6
2017-09-19,Роскомнадзор,6
2017-09-19,Роспотребнадзор,1
2017-09-19,ФНС,1
2017-09-19,суды,30
2017-09-20,МВД,5
2017-09-20,Роскомнадзор,22
2017-09-20,ФНС,6
2017-09-20,суды,24
2017-09-21,ФНС,10
2017-09-21,суды,12
2017-09-22,Роскомнадзор,22
2017-09-22,ФНС,11
2017-09-22,суды,25
2017-09-24,МВД,9
2017-09-25,МВД,12
2017-09-25,Роскомнадзор,3
2017-09-25,ФНС,8
2017-09-25,суды,235
2017-09-26,Генпрокуратура,3
2017-09-26,Роспотребнадзор,1
2017-09-26,ФНС,5
2017-09-26,суды,13
2017-09-27,ФНС,24
2017-09-27,суды,12
2017-09-28,Роспотребнадзор,1
2017-09-28,ФНС,15
2017-09-28,суды,29
2017-09-29,ФНС,20
2017-09-29,суды,49
2017-09-30,МВД,1
2017-09-30,Роспотребнадзор,1
2017-10-02,МВД,4
2017-10-02,ФНС,17
2017-10-02,суды,22
2017-10-03,МВД,2
2017-10-03,Роспотребнадзор,1
2017-10-03,ФНС,12
2017-10-03,суды,17
2017-10-04,МВД,2
2017-10-04,ФНС,33
2017-10-04,суды,109
2017-10-05,МВД,7
2017-10-05,Роскомнадзор,3
2017-10-05,ФНС,40
2017-10-05,суды,20
2017-10-06,Роскомнадзор,26
2017-10-06,ФНС,29
2017-10-06,суды,7
2017-10-09,ФНС,20
2017-10-09,суды,9
2017-10-10,МВД,1
2017-10-10,ФНС,13
2017-10-10,суды,9
2017-10-11,Роскомнадзор,11
2017-10-11,ФНС,16
2017-10-11,суды,7
2017-10-12,МВД,5
2017-10-12,ФНС,10
2017-10-12,суды,18
2017-10-13,МВД,2
2017-10-13,ФНС,11
2017-10-13,суды,9
2017-10-14,МВД,1
2017-10-16,МВД,1
2017-10-16,Роскомнадзор,5
2017-10-16,суды,64
2017-10-17,Роспотребнадзор,1
2017-10-17,ФНС,55
2017-10-17,суды,54
2017-10-18,Минкомсвязь,8
2017-10-18,Роскомнадзор,4
2017-10-18,ФНС,39
2017-10-18,суды,19
2017-10-19,Минкомсвязь,4
2017-10-19,Роскомнадзор,1
2017-10-19,ФНС,43
2017-10-19,суды,9
2017-10-20,Минкомсвязь,7
2017-10-20,Роскомнадзор,5
2017-10-20,ФНС,25
2017-10-20,суды,18
2017-10-21,МВД,2
2017-10-22,суды,2
2017-10-23,Минкомсвязь,4
2017-10-23,ФНС,48
2017-10-23,суды,15
2017-10-24,МВД,7
2017-10-24,Минкомсвязь,6
2017-10-24,Роскомнадзор,6
2017-10-24,Роспотребнадзор,2
2017-10-24,ФНС,74
2017-10-24,суды,10
2017-10-25,Минкомсвязь,12
2017-10-25,ФНС,107
2017-10-25,суды,22
2017-10-26,Генпрокуратура,10
2017-10-26,Минкомсвязь,5
2017-10-26,Роскомнадзор,3
2017-10-26,Роспотребнадзор,1
2017-10-26,ФНС,32
2017-10-26,суды,19
2017-10-27,Минкомсвязь,13
2017-10-27,Роскомнадзор,1
2017-10-27,ФНС,40
2017-10-27,суды,8
2017-10-28,МВД,1
2017-10-30,Генпрокуратура,2
2017-10-30,МВД,9
2017-10-30,Минкомсвязь,8
2017-10-30,ФНС,40
2017-10-30,суды,80
2017-10-31,МВД,6
2017-10-31,Минкомсвязь,6
2017-10-31,ФНС,73
2017-10-31,суды,29
2017-11-01,Генпрокуратура,4
2017-11-01,МВД,4
2017-11-01,Минкомсвязь,6
2017-11-01,Роскомнадзор,15
2017-11-01,ФНС,71
2017-11-01,суды,7
2017-11-02,МВД,6
2017-11-02,Минкомсвязь,7
2017-11-02,Роспотребнадзор,1
2017-11-02,ФНС,60
2017-11-02,суды,118
2017-11-03,МВД,1
2017-11-03,Минкомсвязь,10
2017-11-03,Роспотребнадзор,1
2017-11-03,ФНС,46
2017-11-03,суды,16
2017-11-04,Роспотребнадзор,1
2017-11-06,МВД,3
2017-11-07,Генпрокуратура,1
2017-11-07,МВД,3
2017-11-07,Минкомсвязь,8
2017-11-07,Роскомнадзор,3
2017-11-07,Роспотребнадзор,1
2017-11-07,ФНС,19
2017-11-07,суды,12
2017-11-08,МВД,3
2017-11-08,Минкомсвязь,9
2017-11-08,Роспотребнадзор,1
2017-11-08,ФНС,69
2017-11-08,суды,5
2017-11-09,Минкомсвязь,9
2017-11-09,Роспотребнадзор,1
2017-11-09,ФНС,83
2017-11-09,суды,5
2017-11-10,Генпрокуратура,2
2017-11-10,Минкомсвязь,10
2017-11-10,ФНС,34
2017-11-10,суды,9
2017-11-13,Минкомсвязь,9
2017-11-13,Роскомнадзор,4
2017-11-13,Роспотребнадзор,2
2017-11-13,ФНС,5
2017-11-13,суды,125
2017-11-14,МВД,3
2017-11-14,Минкомсвязь,9
2017-11-14,ФНС,19
2017-11-14,суды,17
2017-11-15,Генпрокуратура,6
2017-11-15,Минкомсвязь,9
2017-11-15,ФНС,8
2017-11-15,суды,64
2017-11-16,Минкомсвязь,9
2017-11-16,Роскомнадзор,6
2017-11-16,Роспотребнадзор,2
2017-11-16,ФНС,9
2017-11-16,суды,77
2017-11-17,Минкомсвязь,9
2017-11-17,Роскомнадзор,3
2017-11-17,ФНС,39
2017-11-17,суды,19
2017-11-19,Роспотребнадзор,1
2017-11-20,Минкомсвязь,10
2017-11-20,ФНС,22
2017-11-20,суды,20
2017-11-21,МВД,2
2017-11-21,Минкомсвязь,10
2017-11-21,ФНС,2
2017-11-21,суды,26
2017-11-22,МВД,8
2017-11-22,Минкомсвязь,9
2017-11-22,Роскомнадзор,1
2017-11-22,Роспотребнадзор,2
2017-11-22,ФНС,23
2017-11-22,суды,26
2017-11-23,МВД,3
2017-11-23,Минкомсвязь,9
2017-11-23,ФНС,12
2017-11-23,суды,12
2017-11-24,МВД,10
2017-11-24,Минкомсвязь,9
2017-11-24,Роспотребнадзор,1
2017-11-24,ФНС,5
2017-11-24,суды,16
2017-11-27,МВД,14
2017-11-27,Минкомсвязь,10
2017-11-27,Роскомнадзор,1
2017-11-27,ФНС,39
2017-11-27,суды,11
2017-11-28,Генпрокуратура,5
2017-11-28,МВД,14
2017-11-28,Минкомсвязь,10
2017-11-28,Роскомнадзор,4
2017-11-28,ФНС,29
2017-11-28,суды,64
2017-11-29,МВД,2
2017-11-29,Минкомсвязь,10
2017-11-29,ФНС,35
2017-11-29,суды,8
2017-11-30,Минкомсвязь,10
2017-11-30,ФНС,19
2017-11-30,суды,32
2017-12-01,МВД,3
2017-12-01,Минкомсвязь,5
2017-12-01,ФНС,27
2017-12-01,суды,11
2017-12-02,Роспотребнадзор,2
2017-12-04,МВД,4
2017-12-04,Минкомсвязь,9
2017-12-04,Роскомнадзор,7
2017-12-04,ФНС,23
2017-12-04,суды,27
2017-12-05,МВД,14
2017-12-05,Минкомсвязь,7
2017-12-05,ФНС,4
2017-12-05,суды,13
2017-12-06,МВД,4
2017-12-06,Минкомсвязь,10
2017-12-06,ФНС,67
2017-12-06,суды,17
2017-12-07,МВД,3
2017-12-07,Минкомсвязь,9
2017-12-07,Роскомнадзор,3
2017-12-07,ФНС,71
2017-12-07,суды,21
2017-12-08,МВД,1
2017-12-08,Минкомсвязь,9
2017-12-08,Роскомнадзор,2
2017-12-08,ФНС,52
2017-12-08,суды,7
2017-12-11,Генпрокуратура,97
2017-12-11,МВД,6
2017-12-11,Минкомсвязь,9
2017-12-11,Роскомнадзор,2
2017-12-11,ФНС,37
2017-12-11,суды,41
2017-12-12,МВД,9
2017-12-12,Минкомсвязь,9
2017-12-12,ФНС,40
2017-12-12,суды,49
2017-12-13,Минкомсвязь,9
2017-12-13,Роскомнадзор,2
2017-12-13,Роспотребнадзор,1
2017-12-13,ФНС,34
2017-12-13,суды,10
2017-12-14,Минкомсвязь,9
2017-12-14,Роскомнадзор,2
2017-12-14,ФНС,64
2017-12-14,суды,49
2017-12-15,МВД,2
2017-12-15,Минкомсвязь,10
2017-12-15,ФНС,21
2017-12-15,суды,173
2017-12-18,МВД,4
2017-12-18,Минкомсвязь,9
2017-12-18,ФНС,65
2017-12-18,суды,44
2017-12-19,МВД,3
2017-12-19,Минкомсвязь,10
2017-12-19,ФНС,31
2017-12-19,суды,24
2017-12-20,Минкомсвязь,10
2017-12-20,Роскомнадзор,4
2017-12-20,ФНС,41
2017-12-20,суды,16
2017-12-21,МВД,3
2017-12-21,Минкомсвязь,10
2017-12-21,ФНС,1007
2017-12-21,суды,40
2017-12-22,МВД,19
2017-12-22,Минкомсвязь,8
2017-12-22,Роскомнадзор,7
2017-12-22,ФНС,46
2017-12-22,суды,39
2017-12-23,Роспотребнадзор,1
2017-12-25,МВД,2
2017-12-25,Минкомсвязь,9
2017-12-25,Роскомнадзор,8
2017-12-25,ФНС,91
2017-12-25,суды,70
2017-12-26,МВД,3
2017-12-26,Минкомсвязь,10
2017-12-26,ФНС,41
2017-12-26,суды,22
2017-12-27,Минкомсвязь,10
2017-12-27,ФНС,90
2017-12-27,суды,29
2017-12-28,Минкомсвязь,10
2017-12-28,Роскомнадзор,13
2017-12-28,ФНС,122
2017-12-28,суды,31
2017-12-29,МВД,1
2017-12-29,Минкомсвязь,10
2017-12-29,Роскомнадзор,1
2017-12-29,ФНС,60
2017-12-29,суды,8
2018-01-09,МВД,1
2018-01-09,Минкомсвязь,9
2018-01-09,Роскомнадзор,2
2018-01-09,ФНС,38
2018-01-09,суды,11
2018-01-10,Минкомсвязь,10
2018-01-10,ФНС,36
2018-01-10,суды,21
2018-01-11,МВД,3
2018-01-11,Минкомсвязь,10
2018-01-11,Роскомнадзор,1
2018-01-11,ФНС,40
2018-01-11,суды,8
2018-01-12,Минкомсвязь,10
2018-01-12,Роскомнадзор,4
2018-01-12,ФНС,146
2018-01-12,суды,14
2018-01-15,Минкомсвязь,10
2018-01-15,Роскомнадзор,6
2018-01-15,ФНС,27
2018-01-15,суды,15
2018-01-16,МВД,7
2018-01-16,Минкомсвязь,10
2018-01-16,Роскомнадзор,9
2018-01-16,ФНС,38
2018-01-16,суды,7
2018-01-17,МВД,2
2018-01-17,Минкомсвязь,10
2018-01-17,Роскомнадзор,14
2018-01-17,ФНС,100
2018-01-17,суды,62
2018-01-18,МВД,3
2018-01-18,Минкомсвязь,10
2018-01-18,ФНС,56
2018-01-18,суды,15
2018-01-19,МВД,2
2018-01-19,Минкомсвязь,10
2018-01-19,Роскомнадзор,15
2018-01-19,ФНС,20
2018-01-19,суды,8
2018-01-20,МВД,2
2018-01-22,МВД,7
2018-01-22,Минкомсвязь,10
2018-01-22,Роскомнадзор,1
2018-01-22,ФНС,26
2018-01-22,суды,12
2018-01-23,МВД,2
2018-01-23,Минкомсвязь,10
2018-01-23,Роскомнадзор,1
2018-01-23,ФНС,74
2018-01-23,суды,23
2018-01-24,МВД,2
2018-01-24,Минкомсвязь,8
2018-01-24,ФНС,69
2018-01-24,суды,9
2018-01-25,МВД,6
2018-01-25,Минкомсвязь,10
2018-01-25,Роскомнадзор,23
2018-01-25,ФНС,37
2018-01-25,суды,11
2018-01-26,МВД,3
2018-01-26,Минкомсвязь,10
2018-01-26,Роскомнадзор,5
2018-01-26,ФНС,82
2018-01-26,суды,22
2018-01-27,Роспотребнадзор,1
2018-01-29,МВД,1
2018-01-29,Минкомсвязь,10
2018-01-29,Роскомнадзор,17
2018-01-29,ФНС,24
2018-01-29,суды,15
2018-01-30,МВД,1
2018-01-30,Минкомсвязь,9
2018-01-30,Роскомнадзор,2
2018-01-30,ФНС,30
2018-01-30,суды,11
2018-01-31,МВД,1
2018-01-31,Минкомсвязь,10
2018-01-31,Роскомнадзор,2
2018-01-31,ФНС,46
2018-01-31,суды,49
2018-02-01,Генпрокуратура,2
2018-02-01,МВД,1
2018-02-01,Минкомсвязь,10
2018-02-01,Роскомнадзор,3
2018-02-01,ФНС,20
2018-02-01,суды,12
2018-02-02,МВД,3
2018-02-02,Минкомсвязь,10
2018-02-02,Роскомнадзор,5
2018-02-02,ФНС,19
2018-02-02,суды,8
2018-02-05,МВД,3
2018-02-05,Минкомсвязь,9
2018-02-05,ФНС,45
2018-02-05,суды,61
2018-02-06,МВД,1
2018-02-06,Минкомсвязь,10
2018-02-06,Роскомнадзор,3
2018-02-06,Роспотребнадзор,1
2018-02-06,ФНС,20
2018-02-06,суды,5
2018-02-07,МВД,2
2018-02-07,Минкомсвязь,10
2018-02-07,Роскомнадзор,3
2018-02-07,ФНС,25
2018-02-07,суды,17
2018-02-08,Генпрокуратура,1
2018-02-08,МВД,6
2018-02-08,Минкомсвязь,9
2018-02-08,Роскомнадзор,2
2018-02-08,ФНС,24
2018-02-08,суды,9
2018-02-09,МВД,6
2018-02-09,Минкомсвязь,10
2018-02-09,Роскомнадзор,8
2018-02-09,ФНС,28
2018-02-09,суды,14
2018-02-10,Роспотребнадзор,1
2018-02-12,МВД,6
2018-02-12,Минкомсвязь,11
2018-02-12,Роскомнадзор,7
2018-02-12,ФНС,14
2018-02-12,суды,7
2018-02-13,МВД,1
2018-02-13,Минкомсвязь,10
2018-02-13,Роскомнадзор,4
2018-02-13,Роспотребнадзор,1
2018-02-13,ФНС,15
2018-02-13,суды,32
2018-02-14,Генпрокуратура,1
2018-02-14,МВД,4
2018-02-14,Минкомсвязь,10
2018-02-14,ФНС,46
2018-02-14,суды,21
2018-02-15,МВД,1
2018-02-15,Минкомсвязь,10
2018-02-15,Роскомнадзор,10
2018-02-15,ФНС,35
2018-02-15,суды,22
2018-02-16,МВД,3
2018-02-16,Минкомсвязь,10
2018-02-16,Роскомнадзор,4
2018-02-16,ФНС,15
2018-02-16,суды,26
2018-02-18,суды,1
2018-02-19,МВД,6
2018-02-19,Минкомсвязь,10
2018-02-19,ФНС,17
2018-02-19,суды,40
2018-02-20,Генпрокуратура,2
2018-02-20,Минкомсвязь,9
2018-02-20,ФНС,21
2018-02-20,суды,22
2018-02-21,МВД,9
2018-02-21,Минкомсвязь,10
2018-02-21,Роспотребнадзор,1
2018-02-21,ФНС,48
2018-02-21,суды,13
2018-02-22,МВД,5
2018-02-22,Минкомсвязь,10
2018-02-22,ФНС,24
2018-02-22,суды,23
2018-02-23,МВД,3
2018-02-24,суды,4
2018-02-26,МВД,3
2018-02-26,Минкомсвязь,10
2018-02-26,ФНС,12
2018-02-26,суды,52
2018-02-27,МВД,1
2018-02-27,Минкомсвязь,10
2018-02-27,ФНС,12
2018-02-27,суды,73
2018-02-28,Минкомсвязь,10
2018-02-28,ФНС,17
2018-02-28,суды,22
2018-03-01,МВД,11
2018-03-01,Минкомсвязь,10
2018-03-01,Роспотребнадзор,1
2018-03-01,ФНС,18
2018-03-01,суды,47
2018-03-02,МВД,1
2018-03-02,Минкомсвязь,10
2018-03-02,ФНС,14
2018-03-02,суды,14
2018-03-05,МВД,24
2018-03-05,Минкомсвязь,9
2018-03-05,Роскомнадзор,11
2018-03-05,ФНС,16
2018-03-05,суды,61
2018-03-06,МВД,14
2018-03-06,Минкомсвязь,10
2018-03-06,ФНС,1181
2018-03-06,суды,20
2018-03-07,Генпрокуратура,4
2018-03-07,МВД,7
2018-03-07,Минкомсвязь,9
2018-03-07,ФНС,15
2018-03-07,суды,11
2018-03-12,МВД,14
2018-03-12,Минкомсвязь,10
2018-03-12,Роскомнадзор,21
2018-03-12,ФНС,9
2018-03-12,суды,16
2018-03-13,МВД,2
2018-03-13,Минкомсвязь,10
2018-03-13,ФНС,53
2018-03-13,суды,23
2018-03-14,МВД,2
2018-03-14,Минкомсвязь,10
2018-03-14,ФНС,45
2018-03-14,суды,39
2018-03-15,Генпрокуратура,7
2018-03-15,МВД,4
2018-03-15,Минкомсвязь,10
2018-03-15,ФНС,15
2018-03-15,суды,23
2018-03-16,МВД,3
2018-03-16,Минкомсвязь,10
2018-03-16,ФНС,24
2018-03-16,суды,33
2018-03-17,Роспотребнадзор,1
2018-03-19,Генпрокуратура,1
2018-03-19,МВД,2
2018-03-19,Минкомсвязь,10
2018-03-19,ФНС,67
2018-03-19,суды,63
2018-03-20,Минкомсвязь,10
2018-03-20,Роскомнадзор,2
2018-03-20,ФНС,68
2018-03-20,суды,32
2018-03-21,МВД,4
2018-03-21,Минкомсвязь,10
2018-03-21,Роскомнадзор,10
2018-03-21,Роспотребнадзор,1
2018-03-21,ФНС,42
2018-03-21,суды,32
2018-03-22,Генпрокуратура,2
2018-03-22,МВД,11
2018-03-22,Минкомсвязь,10
2018-03-22,Роскомнадзор,17
2018-03-22,ФНС,37
2018-03-22,суды,17
2018-03-23,МВД,6
2018-03-23,Минкомсвязь,10
2018-03-23,Роспотребнадзор,2
2018-03-23,ФНС,37
2018-03-23,суды,15
2018-03-26,МВД,1
2018-03-26,Минкомсвязь,10
2018-03-26,Роскомнадзор,1
2018-03-26,ФНС,11
2018-03-26,суды,64
2018-03-27,МВД,1
2018-03-27,Минкомсвязь,10
2018-03-27,Роскомнадзор,5
2018-03-27,ФНС,14
2018-03-27,суды,16
2018-03-28,МВД,8
2018-03-28,Минкомсвязь,10
2018-03-28,Роскомнадзор,19
2018-03-28,ФНС,11
2018-03-28,суды,20
2018-03-29,МВД,2
2018-03-29,Минкомсвязь,9
2018-03-29,Роскомнадзор,2
2018-03-29,ФНС,22
2018-03-29,суды,21
2018-03-30,МВД,2
2018-03-30,Минкомсвязь,10
2018-03-30,Роскомнадзор,1
2018-03-30,ФНС,16
2018-03-30,суды,17
2018-04-02,МВД,8
2018-04-02,Минкомсвязь,10
2018-04-02,ФНС,30
2018-04-02,суды,26
2018-04-03,МВД,20
2018-04-03,Минкомсвязь,8
2018-04-03,Роскомнадзор,3
2018-04-03,ФНС,26
2018-04-03,суды,67
2018-04-04,МВД,1
2018-04-04,Минкомсвязь,10
2018-04-04,Роскомнадзор,4
2018-04-04,ФНС,25
2018-04-04,суды,113
2018-04-05,Генпрокуратура,8
2018-04-05,Минкомсвязь,10
2018-04-05,Роскомнадзор,5
2018-04-05,Роспотребнадзор,2
2018-04-05,ФНС,23
2018-04-05,суды,28
2018-04-06,МВД,1
2018-04-06,Минкомсвязь,10
2018-04-06,Роскомнадзор,1
2018-04-06,ФНС,12
